amt,category,merchant,payment_method,distance_km,hour,is_international,cvv_matches,is_fraud
512.61,shopping_net,Steam,Digital_Wallet,29.98,2,0,0,1
1410.37,shopping_net,Delta Air,Digital_Wallet,5.92,0,0,1,1
83.73,gas_transport,Starbucks,Debit_Card,20.43,18,0,1,0
55.96,grocery_pos,Amazon,Credit_Card,11.79,16,0,1,0
3172.87,misc_net,Delta Air,Wire_Transfer,277.75,9,1,1,1
4802.71,misc_net,Starbucks,Wire_Transfer,201.74,14,1,1,1
1987.02,shopping_net,Unknown_Foreign_Store,Digital_Wallet,49.79,0,0,0,1
3756.15,misc_net,Steam,Wire_Transfer,163.63,13,1,1,1
30.56,travel,Amazon,Credit_Card,0.78,16,0,1,0
34.47,gas_transport,Amazon,Debit_Card,28.39,16,0,1,0
42.74,entertainment,Amazon,Credit_Card,12.38,20,0,1,0
361.71,travel,Delta Air,Credit_Card,1560.03,17,1,1,1
6312.72,misc_net,Starbucks,Wire_Transfer,282.35,11,1,1,1
458.94,travel,Unknown_Foreign_Store,Credit_Card,1591.16,18,1,0,1
1195.35,shopping_net,Delta Air,Digital_Wallet,37.45,0,0,1,1
30.99,grocery_pos,Chevron,Credit_Card,18.9,19,0,1,0
-22.16,grocery_pos,Amazon,Credit_Card,14.62,19,0,1,0
38.84,entertainment,Amazon,Debit_Card,22.29,16,0,1,0
4462.59,misc_net,Chevron,Wire_Transfer,461.33,10,1,1,1
57.29,travel,Walmart,Credit_Card,8.38,15,0,1,0
35.12,grocery_pos,Starbucks,Debit_Card,21.19,17,0,1,0
58.01,grocery_pos,Amazon,Debit_Card,18.78,14,0,1,0
1291.7,shopping_net,Starbucks,Digital_Wallet,6.08,0,0,0,1
60.41,gas_transport,Starbucks,Credit_Card,16.35,18,0,1,0
1488.78,shopping_net,Delta Air,Digital_Wallet,20.59,23,0,0,1
897.78,shopping_net,Starbucks,Digital_Wallet,25.56,23,0,1,1
47.09,entertainment,Amazon,Debit_Card,28.43,16,0,1,0
1400.25,shopping_net,Starbucks,Digital_Wallet,43.68,2,0,1,1
24.28,misc_net,Walmart,Credit_Card,1.25,19,0,1,0
20.02,grocery_pos,Walmart,Credit_Card,7.79,19,0,1,0
31.78,entertainment,Starbucks,Debit_Card,18.69,18,0,1,0
363.03,travel,Chevron,Credit_Card,1390.22,1,1,1,1
47.59,shopping_net,Walmart,Debit_Card,13.73,10,0,1,0
1154.9,shopping_net,Starbucks,Digital_Wallet,30.04,0,0,0,1
55.73,misc_net,Amazon,Credit_Card,28.83,10,0,1,0
4435.64,misc_net,Amazon,Wire_Transfer,264.06,9,1,1,1
4439.44,misc_net,Walmart,Wire_Transfer,391.05,12,1,0,1
31.64,misc_net,Walmart,Debit_Card,0.8,19,0,1,0
1288.37,shopping_net,Starbucks,Digital_Wallet,16.38,23,0,1,1
39.42,travel,Walmart,Credit_Card,18.58,10,0,1,0
5747.4,misc_net,Steam,Wire_Transfer,473.24,15,1,1,1
328.49,travel,Starbucks,Credit_Card,740.19,1,1,1,1
407.59,travel,Walmart,Credit_Card,964.19,1,1,1,1
1105.44,shopping_net,Unknown_Foreign_Store,Digital_Wallet,13.84,1,0,0,1
336.36,travel,Unknown_Foreign_Store,Credit_Card,506.53,12,1,1,1
588.83,travel,Walmart,Credit_Card,1370.43,22,1,1,1
390.51,travel,Starbucks,Credit_Card,4419.87,10,1,0,1
1317.26,shopping_net,Walmart,Digital_Wallet,18.31,23,0,1,1
4713.0,misc_net,Starbucks,Wire_Transfer,400.63,12,1,0,1
32.26,gas_transport,Starbucks,Credit_Card,12.77,21,0,1,0
4803.55,misc_net,Unknown_Foreign_Store,Wire_Transfer,495.42,16,1,0,1
34.65,travel,Chevron,Credit_Card,28.19,16,0,1,0
769.09,shopping_net,Starbucks,Digital_Wallet,27.07,0,0,0,1
53.88,grocery_pos,Walmart,Debit_Card,15.64,12,0,1,0
1228.25,shopping_net,Unknown_Foreign_Store,Digital_Wallet,46.71,0,0,0,1
73.7,grocery_pos,Chevron,Credit_Card,24.77,8,0,1,0
42.65,travel,Walmart,Credit_Card,3.76,15,0,1,0
202.12,travel,Starbucks,Credit_Card,3852.66,2,1,0,1
44.71,grocery_pos,Walmart,Credit_Card,12.53,15,0,1,0
35.42,grocery_pos,Starbucks,Debit_Card,7.23,11,0,1,0
74.65,shopping_net,Walmart,Credit_Card,1.89,19,0,1,0
4183.98,misc_net,Delta Air,Wire_Transfer,137.96,12,1,1,1
42.79,grocery_pos,Starbucks,Credit_Card,28.44,18,0,1,0
4190.06,misc_net,Steam,Wire_Transfer,169.51,14,1,0,1
65.08,misc_net,Chevron,Credit_Card,28.88,15,0,1,0
18.84,gas_transport,Amazon,Credit_Card,7.62,12,0,1,0
42.59,travel,Starbucks,Credit_Card,4007.01,16,1,1,1
798.5,shopping_net,Amazon,Digital_Wallet,48.84,1,0,1,1
607.02,travel,Walmart,Credit_Card,3829.69,12,1,1,1
65.73,shopping_net,Chevron,Debit_Card,20.03,15,0,1,0
809.54,shopping_net,Delta Air,Digital_Wallet,24.27,0,0,1,1
153.11,travel,Chevron,Credit_Card,3119.04,17,1,0,1
33.95,shopping_net,Walmart,Debit_Card,29.52,10,0,1,0
4609.32,misc_net,Walmart,Wire_Transfer,446.91,15,1,0,1
5099.32,misc_net,Unknown_Foreign_Store,Wire_Transfer,350.27,9,1,1,1
4777.61,misc_net,Amazon,Wire_Transfer,361.26,13,1,0,1
5095.84,misc_net,Steam,Wire_Transfer,232.14,10,1,0,1
129.12,travel,Walmart,Credit_Card,2947.54,6,1,1,1
5461.18,misc_net,Walmart,Wire_Transfer,107.9,11,1,0,1
38.15,misc_net,Walmart,Credit_Card,11.81,9,0,1,0
1014.3,shopping_net,Walmart,Digital_Wallet,40.51,23,0,1,1
96.22,gas_transport,Starbucks,Credit_Card,8.24,15,0,1,0
513.41,travel,Unknown_Foreign_Store,Credit_Card,3923.07,2,1,0,1
13.04,gas_transport,Amazon,Debit_Card,15.41,18,0,1,0
44.12,gas_transport,Walmart,Digital_Wallet,25.11,17,0,1,0
5949.75,misc_net,Chevron,Wire_Transfer,324.2,11,1,1,1
6111.22,misc_net,Starbucks,Wire_Transfer,102.15,10,1,1,1
58.23,grocery_pos,Amazon,Credit_Card,3.36,13,0,1,0
6079.01,misc_net,Starbucks,Wire_Transfer,432.99,10,1,1,1
44.6,gas_transport,Chevron,Debit_Card,12.65,19,0,1,0
17.72,grocery_pos,Amazon,Credit_Card,4.97,18,0,1,0
20.05,grocery_pos,Chevron,Credit_Card,4.99,14,0,1,0
-13.24,gas_transport,Chevron,Digital_Wallet,8.93,13,0,1,0
4502.16,misc_net,Starbucks,Wire_Transfer,487.86,14,1,1,1
30.76,gas_transport,Walmart,Credit_Card,10.47,8,0,1,0
79.68,gas_transport,Walmart,Credit_Card,0.94,8,0,1,0
443.48,travel,Starbucks,Credit_Card,4848.89,1,1,1,1
70.04,gas_transport,Walmart,Credit_Card,6.94,9,0,1,0
5958.71,misc_net,Chevron,Wire_Transfer,242.25,11,1,1,1
24.98,grocery_pos,Amazon,Credit_Card,22.27,12,0,1,0
1679.26,shopping_net,Starbucks,Digital_Wallet,14.17,2,0,1,1
8.76,entertainment,Amazon,Credit_Card,6.94,13,0,1,0
561.31,travel,Chevron,Credit_Card,1966.26,19,1,1,1
224.42,travel,Starbucks,Credit_Card,1698.41,23,1,1,1
332.9,travel,Walmart,Credit_Card,4838.13,8,1,0,1
864.93,shopping_net,Walmart,Digital_Wallet,34.8,0,0,1,1
6212.58,misc_net,Walmart,Wire_Transfer,390.27,12,1,0,1
-2.25,misc_net,Chevron,Debit_Card,6.65,13,0,1,0
4021.93,misc_net,Starbucks,Wire_Transfer,234.49,13,1,0,1
25.83,travel,Chevron,Debit_Card,6.98,18,0,1,0
73.16,grocery_pos,Starbucks,Debit_Card,22.4,14,0,1,0
25.91,travel,Walmart,Debit_Card,6.71,17,0,1,0
74.98,grocery_pos,Chevron,Debit_Card,15.51,8,0,1,0
18.5,gas_transport,Amazon,Debit_Card,26.81,11,0,1,0
27.82,shopping_net,Chevron,Credit_Card,21.32,14,0,1,0
45.07,gas_transport,Chevron,Credit_Card,10.59,8,0,1,0
5822.06,misc_net,Steam,Wire_Transfer,211.61,15,1,0,1
1340.57,shopping_net,Starbucks,Digital_Wallet,36.73,1,0,0,1
921.37,shopping_net,Amazon,Digital_Wallet,16.73,2,0,1,1
452.4,travel,Delta Air,Credit_Card,4165.29,16,1,0,1
56.9,grocery_pos,Amazon,Credit_Card,13.77,12,0,1,0
84.07,grocery_pos,Starbucks,Credit_Card,0.67,20,0,1,0
580.05,shopping_net,Walmart,Digital_Wallet,48.31,1,0,0,1
1508.66,shopping_net,Amazon,Digital_Wallet,19.94,0,0,0,1
75.69,travel,Walmart,Credit_Card,29.87,14,0,1,0
1032.42,shopping_net,Walmart,Digital_Wallet,33.31,1,0,0,1
18.54,gas_transport,Starbucks,Debit_Card,28.01,8,0,1,0
5339.14,misc_net,Steam,Wire_Transfer,224.35,10,1,0,1
55.34,gas_transport,Chevron,Debit_Card,8.08,20,0,1,0
56.25,gas_transport,Starbucks,Debit_Card,10.71,8,0,1,0
1353.42,shopping_net,Unknown_Foreign_Store,Digital_Wallet,49.03,0,0,1,1
16.08,grocery_pos,Chevron,Credit_Card,12.92,14,0,1,0
-2.96,grocery_pos,Walmart,Debit_Card,7.24,19,0,1,0
496.01,travel,Amazon,Credit_Card,3021.04,7,1,1,1
43.61,gas_transport,Chevron,Credit_Card,16.35,14,0,1,0
1054.77,shopping_net,Steam,Digital_Wallet,41.85,23,0,1,1
1647.78,shopping_net,Chevron,Digital_Wallet,8.44,1,0,0,1
43.59,grocery_pos,Amazon,Credit_Card,9.35,11,0,1,0
68.51,gas_transport,Chevron,Debit_Card,20.16,11,0,1,0
84.96,grocery_pos,Chevron,Credit_Card,4.89,14,0,1,0
40.75,gas_transport,Walmart,Credit_Card,6.67,18,0,1,0
4807.9,misc_net,Starbucks,Wire_Transfer,330.79,12,1,1,1
71.5,misc_net,Chevron,Digital_Wallet,11.76,21,0,1,0
49.71,grocery_pos,Chevron,Debit_Card,28.26,9,0,1,0
49.93,grocery_pos,Amazon,Credit_Card,11.86,16,0,1,0
1625.72,shopping_net,Starbucks,Digital_Wallet,40.58,0,0,1,1
547.57,travel,Unknown_Foreign_Store,Credit_Card,3037.58,9,1,0,1
56.12,grocery_pos,Amazon,Credit_Card,2.8,10,0,1,0
91.87,travel,Starbucks,Credit_Card,0.56,13,0,1,0
482.07,travel,Walmart,Credit_Card,4149.19,17,1,0,1
33.57,grocery_pos,Walmart,Credit_Card,25.97,9,0,1,0
1098.89,shopping_net,Chevron,Digital_Wallet,26.83,23,0,0,1
4683.88,misc_net,Starbucks,Wire_Transfer,462.0,14,1,1,1
1010.53,shopping_net,Amazon,Digital_Wallet,28.99,23,0,0,1
34.72,grocery_pos,Starbucks,Debit_Card,27.98,19,0,1,0
60.92,grocery_pos,Chevron,Credit_Card,22.16,12,0,1,0
2006.29,misc_net,Starbucks,Wire_Transfer,332.78,14,1,0,1
435.11,travel,Steam,Credit_Card,4432.58,14,1,1,1
490.19,travel,Chevron,Credit_Card,1066.74,0,1,0,1
482.72,travel,Steam,Credit_Card,1436.21,16,1,1,1
5120.91,misc_net,Amazon,Wire_Transfer,373.7,15,1,1,1
378.96,travel,Delta Air,Credit_Card,2902.8,1,1,0,1
1973.08,shopping_net,Walmart,Digital_Wallet,42.83,2,0,0,1
275.77,travel,Steam,Credit_Card,916.86,4,1,1,1
3773.13,misc_net,Chevron,Wire_Transfer,281.8,16,1,0,1
20.69,shopping_net,Starbucks,Credit_Card,3.59,14,0,1,0
103.12,misc_net,Starbucks,Credit_Card,1.47,14,0,1,0
-17.88,gas_transport,Amazon,Credit_Card,26.4,21,0,1,0
45.96,gas_transport,Starbucks,Digital_Wallet,14.5,21,0,1,0
74.46,gas_transport,Amazon,Debit_Card,4.43,21,0,1,0
29.71,grocery_pos,Chevron,Credit_Card,13.79,20,0,1,0
27.14,gas_transport,Starbucks,Credit_Card,22.8,13,0,1,0
65.98,entertainment,Walmart,Digital_Wallet,1.92,16,0,1,0
47.83,grocery_pos,Starbucks,Credit_Card,20.09,17,0,1,0
4876.76,misc_net,Unknown_Foreign_Store,Wire_Transfer,467.46,15,1,0,1
5401.1,misc_net,Delta Air,Wire_Transfer,388.73,15,1,0,1
89.32,gas_transport,Starbucks,Credit_Card,25.9,15,0,1,0
29.89,gas_transport,Walmart,Credit_Card,20.19,13,0,1,0
5645.07,misc_net,Chevron,Wire_Transfer,343.72,16,1,1,1
40.89,grocery_pos,Chevron,Credit_Card,5.17,21,0,1,0
5117.6,misc_net,Unknown_Foreign_Store,Wire_Transfer,206.2,9,1,0,1
11.11,shopping_net,Starbucks,Debit_Card,28.66,16,0,1,0
12.49,gas_transport,Chevron,Credit_Card,21.67,16,0,1,0
5066.49,misc_net,Walmart,Wire_Transfer,400.21,15,1,0,1
4457.66,misc_net,Walmart,Wire_Transfer,340.68,13,1,1,1
391.83,travel,Walmart,Credit_Card,4016.24,6,1,0,1
1222.62,shopping_net,Unknown_Foreign_Store,Digital_Wallet,47.2,2,0,1,1
1081.41,shopping_net,Delta Air,Digital_Wallet,22.65,23,0,0,1
34.71,entertainment,Chevron,Credit_Card,24.18,17,0,1,0
-19.35,travel,Chevron,Digital_Wallet,29.11,15,0,1,0
36.15,grocery_pos,Walmart,Debit_Card,1.1,8,0,1,0
892.8,shopping_net,Unknown_Foreign_Store,Digital_Wallet,19.41,2,0,0,1
11.28,shopping_net,Amazon,Credit_Card,7.56,9,0,1,0
33.05,entertainment,Starbucks,Credit_Card,28.89,13,0,1,0
43.96,entertainment,Walmart,Debit_Card,17.29,12,0,1,0
994.49,shopping_net,Unknown_Foreign_Store,Digital_Wallet,43.92,2,0,0,1
6024.73,misc_net,Unknown_Foreign_Store,Wire_Transfer,389.99,14,1,0,1
11.79,gas_transport,Amazon,Credit_Card,16.88,13,0,1,0
5295.7,misc_net,Amazon,Wire_Transfer,175.16,16,1,0,1
20.8,travel,Chevron,Credit_Card,4491.81,8,1,0,1
0.15,gas_transport,Chevron,Credit_Card,12.21,14,0,1,0
48.54,entertainment,Chevron,Credit_Card,11.32,12,0,1,0
4776.83,misc_net,Walmart,Wire_Transfer,361.83,10,1,1,1
7106.87,misc_net,Chevron,Wire_Transfer,155.66,14,1,1,1
548.62,travel,Walmart,Credit_Card,1487.85,15,1,1,1
523.28,travel,Steam,Credit_Card,1149.26,13,1,1,1
47.55,entertainment,Amazon,Credit_Card,18.83,8,0,1,0
58.33,grocery_pos,Chevron,Debit_Card,9.8,8,0,1,0
749.77,shopping_net,Delta Air,Digital_Wallet,43.06,23,0,1,1
54.99,grocery_pos,Starbucks,Credit_Card,16.33,15,0,1,0
4088.68,misc_net,Delta Air,Wire_Transfer,164.84,12,1,1,1
419.34,travel,Delta Air,Credit_Card,1575.58,9,1,1,1
783.99,shopping_net,Unknown_Foreign_Store,Digital_Wallet,31.03,23,0,1,1
439.06,travel,Chevron,Credit_Card,1852.38,3,1,0,1
1116.8,shopping_net,Unknown_Foreign_Store,Digital_Wallet,34.74,2,0,0,1
438.98,travel,Walmart,Credit_Card,3729.28,8,1,0,1
81.37,entertainment,Walmart,Credit_Card,13.7,8,0,1,0
1055.94,shopping_net,Walmart,Digital_Wallet,14.29,1,0,1,1
44.82,shopping_net,Walmart,Credit_Card,26.13,9,0,1,0
1397.06,shopping_net,Starbucks,Digital_Wallet,11.95,1,0,1,1
51.63,shopping_net,Amazon,Digital_Wallet,25.41,14,0,1,0
377.6,travel,Starbucks,Credit_Card,2105.29,0,1,0,1
36.99,shopping_net,Walmart,Debit_Card,10.45,13,0,1,0
40.72,travel,Starbucks,Credit_Card,24.66,16,0,1,0
3566.44,misc_net,Walmart,Wire_Transfer,427.97,10,1,1,1
1616.09,shopping_net,Unknown_Foreign_Store,Digital_Wallet,16.13,0,0,0,1
75.24,gas_transport,Starbucks,Debit_Card,28.31,19,0,1,0
1300.82,shopping_net,Steam,Digital_Wallet,47.01,2,0,1,1
2966.45,misc_net,Delta Air,Wire_Transfer,134.09,11,1,1,1
4775.78,misc_net,Amazon,Wire_Transfer,471.3,11,1,1,1
2732.49,misc_net,Steam,Wire_Transfer,162.02,9,1,0,1
1244.47,shopping_net,Steam,Digital_Wallet,37.91,2,0,1,1
443.4,travel,Delta Air,Credit_Card,3458.27,16,1,0,1
72.9,grocery_pos,Chevron,Credit_Card,4.79,19,0,1,0
21.42,gas_transport,Starbucks,Digital_Wallet,16.22,17,0,1,0
4708.71,misc_net,Starbucks,Wire_Transfer,293.34,14,1,1,1
5527.8,misc_net,Steam,Wire_Transfer,246.6,10,1,0,1
371.61,travel,Chevron,Credit_Card,2990.04,10,1,0,1
72.09,entertainment,Chevron,Credit_Card,23.44,11,0,1,0
58.91,grocery_pos,Chevron,Credit_Card,21.33,12,0,1,0
241.28,travel,Steam,Credit_Card,1427.74,9,1,1,1
547.52,travel,Amazon,Credit_Card,658.86,15,1,1,1
1431.08,shopping_net,Chevron,Digital_Wallet,43.94,23,0,1,1
292.12,travel,Delta Air,Credit_Card,2578.99,11,1,0,1
863.41,shopping_net,Walmart,Digital_Wallet,45.02,1,0,1,1
45.04,gas_transport,Chevron,Credit_Card,6.02,20,0,1,0
50.09,shopping_net,Starbucks,Credit_Card,21.89,9,0,1,0
982.97,shopping_net,Steam,Digital_Wallet,29.11,1,0,1,1
4015.05,misc_net,Steam,Wire_Transfer,153.03,9,1,1,1
42.1,misc_net,Amazon,Credit_Card,9.54,16,0,1,0
24.4,gas_transport,Amazon,Credit_Card,7.07,10,0,1,0
2795.12,misc_net,Amazon,Wire_Transfer,272.01,12,1,1,1
4924.51,misc_net,Walmart,Wire_Transfer,207.73,16,1,1,1
4942.99,misc_net,Unknown_Foreign_Store,Wire_Transfer,427.04,16,1,1,1
1555.9,shopping_net,Delta Air,Digital_Wallet,42.44,23,0,1,1
13.97,travel,Starbucks,Debit_Card,25.17,13,0,1,0
1187.92,shopping_net,Unknown_Foreign_Store,Digital_Wallet,29.65,0,0,1,1
949.74,shopping_net,Chevron,Digital_Wallet,48.58,1,0,1,1
64.72,grocery_pos,Walmart,Credit_Card,6.46,15,0,1,0
20.09,entertainment,Walmart,Debit_Card,17.44,10,0,1,0
32.23,gas_transport,Chevron,Debit_Card,10.77,16,0,1,0
317.37,travel,Delta Air,Credit_Card,4306.82,12,1,1,1
82.97,entertainment,Walmart,Credit_Card,20.39,21,0,1,0
419.3,travel,Chevron,Credit_Card,2109.74,8,1,0,1
39.17,grocery_pos,Starbucks,Debit_Card,6.3,18,0,1,0
616.87,travel,Steam,Credit_Card,553.45,16,1,1,1
472.58,travel,Walmart,Credit_Card,3762.76,15,1,1,1
33.97,grocery_pos,Amazon,Credit_Card,7.89,12,0,1,0
104.35,entertainment,Chevron,Debit_Card,2.34,18,0,1,0
4581.13,misc_net,Starbucks,Wire_Transfer,119.49,15,1,0,1
33.65,gas_transport,Starbucks,Credit_Card,11.67,12,0,1,0
66.95,grocery_pos,Starbucks,Credit_Card,25.71,18,0,1,0
605.86,travel,Steam,Credit_Card,1356.59,22,1,1,1
5061.73,misc_net,Starbucks,Wire_Transfer,104.78,13,1,1,1
1319.25,shopping_net,Chevron,Digital_Wallet,16.92,2,0,1,1
3764.67,misc_net,Steam,Wire_Transfer,102.58,13,1,1,1
802.63,shopping_net,Walmart,Digital_Wallet,34.3,1,0,0,1
1151.47,shopping_net,Unknown_Foreign_Store,Digital_Wallet,21.48,2,0,1,1
4267.81,misc_net,Delta Air,Wire_Transfer,430.6,14,1,0,1
273.11,travel,Walmart,Credit_Card,4205.64,16,1,1,1
1225.44,shopping_net,Delta Air,Digital_Wallet,42.8,0,0,1,1
48.35,grocery_pos,Walmart,Debit_Card,27.13,20,0,1,0
18.35,travel,Walmart,Credit_Card,1.66,16,0,1,0
25.38,travel,Starbucks,Debit_Card,28.03,13,0,1,0
6.86,grocery_pos,Chevron,Credit_Card,15.95,13,0,1,0
46.22,grocery_pos,Amazon,Debit_Card,5.66,16,0,1,0
4641.45,misc_net,Amazon,Wire_Transfer,264.66,13,1,0,1
38.83,grocery_pos,Starbucks,Credit_Card,9.09,8,0,1,0
15.79,grocery_pos,Amazon,Credit_Card,25.49,15,0,1,0
60.95,entertainment,Chevron,Credit_Card,26.42,17,0,1,0
23.01,shopping_net,Walmart,Credit_Card,4.01,20,0,1,0
49.55,grocery_pos,Walmart,Debit_Card,29.26,15,0,1,0
4755.04,misc_net,Steam,Wire_Transfer,385.06,13,1,1,1
1167.64,shopping_net,Steam,Digital_Wallet,43.49,1,0,1,1
93.83,grocery_pos,Amazon,Credit_Card,14.93,9,0,1,0
4343.23,misc_net,Chevron,Wire_Transfer,367.68,11,1,0,1
50.35,misc_net,Amazon,Credit_Card,29.59,15,0,1,0
53.57,gas_transport,Amazon,Credit_Card,2.87,16,0,1,0
455.29,travel,Walmart,Credit_Card,601.53,13,1,0,1
56.05,gas_transport,Walmart,Credit_Card,5.05,10,0,1,0
6748.18,misc_net,Chevron,Wire_Transfer,359.53,12,1,0,1
3883.86,misc_net,Walmart,Wire_Transfer,285.71,16,1,1,1
6069.51,misc_net,Delta Air,Wire_Transfer,337.12,16,1,1,1
71.88,entertainment,Chevron,Credit_Card,17.59,12,0,1,0
53.06,gas_transport,Chevron,Credit_Card,19.93,19,0,1,0
1113.71,shopping_net,Chevron,Digital_Wallet,21.81,2,0,1,1
49.97,grocery_pos,Walmart,Credit_Card,25.8,17,0,1,0
250.95,travel,Delta Air,Credit_Card,3852.34,13,1,1,1
77.66,misc_net,Chevron,Debit_Card,20.25,20,0,1,0
35.11,gas_transport,Amazon,Debit_Card,21.99,12,0,1,0
50.78,grocery_pos,Walmart,Debit_Card,27.38,15,0,1,0
73.95,grocery_pos,Chevron,Credit_Card,28.94,11,0,1,0
5313.88,misc_net,Delta Air,Wire_Transfer,306.52,9,1,0,1
422.81,travel,Steam,Credit_Card,4023.07,0,1,0,1
853.12,shopping_net,Steam,Digital_Wallet,49.36,1,0,1,1
1364.54,shopping_net,Unknown_Foreign_Store,Digital_Wallet,8.48,23,0,0,1
4567.02,misc_net,Amazon,Wire_Transfer,238.8,13,1,0,1
288.92,travel,Chevron,Credit_Card,2296.99,1,1,0,1
15.2,grocery_pos,Starbucks,Digital_Wallet,21.38,19,0,1,0
8.8,grocery_pos,Chevron,Credit_Card,18.37,16,0,1,0
638.93,travel,Starbucks,Credit_Card,2114.59,23,1,1,1
59.93,grocery_pos,Walmart,Debit_Card,10.83,12,0,1,0
17.33,travel,Starbucks,Credit_Card,17.87,14,0,1,0
1464.4,shopping_net,Delta Air,Digital_Wallet,26.11,0,0,1,1
44.29,grocery_pos,Amazon,Digital_Wallet,4.35,15,0,1,0
1652.42,shopping_net,Unknown_Foreign_Store,Digital_Wallet,14.12,2,0,1,1
1263.93,shopping_net,Starbucks,Digital_Wallet,34.49,2,0,0,1
328.37,travel,Delta Air,Credit_Card,935.24,7,1,0,1
22.95,entertainment,Starbucks,Debit_Card,3.98,9,0,1,0
48.66,gas_transport,Chevron,Credit_Card,0.77,20,0,1,0
35.99,travel,Starbucks,Debit_Card,12.31,15,0,1,0
451.24,travel,Unknown_Foreign_Store,Credit_Card,1016.59,13,1,1,1
62.67,gas_transport,Amazon,Credit_Card,25.26,16,0,1,0
373.58,travel,Amazon,Credit_Card,3121.71,20,1,0,1
58.73,gas_transport,Starbucks,Debit_Card,3.75,18,0,1,0
70.06,travel,Amazon,Credit_Card,4.27,17,0,1,0
346.05,travel,Walmart,Credit_Card,4158.83,19,1,1,1
355.03,travel,Walmart,Credit_Card,618.59,2,1,1,1
351.06,travel,Starbucks,Credit_Card,1335.11,13,1,0,1
2.4,shopping_net,Amazon,Debit_Card,15.24,19,0,1,0
28.98,gas_transport,Starbucks,Credit_Card,16.76,12,0,1,0
43.7,gas_transport,Starbucks,Debit_Card,13.67,8,0,1,0
25.76,gas_transport,Amazon,Credit_Card,29.9,8,0,1,0
49.34,gas_transport,Starbucks,Credit_Card,8.98,17,0,1,0
26.0,shopping_net,Chevron,Credit_Card,9.31,18,0,1,0
4345.44,misc_net,Starbucks,Wire_Transfer,409.53,15,1,0,1
5865.28,misc_net,Delta Air,Wire_Transfer,498.35,10,1,0,1
913.38,shopping_net,Chevron,Digital_Wallet,30.83,2,0,0,1
1301.71,shopping_net,Walmart,Digital_Wallet,42.3,1,0,1,1
57.23,entertainment,Walmart,Credit_Card,17.45,17,0,1,0
65.29,shopping_net,Starbucks,Credit_Card,14.89,12,0,1,0
50.55,entertainment,Chevron,Credit_Card,1.87,10,0,1,0
41.37,gas_transport,Starbucks,Digital_Wallet,6.24,14,0,1,0
4423.41,misc_net,Walmart,Wire_Transfer,217.59,11,1,1,1
42.57,shopping_net,Amazon,Debit_Card,0.81,14,0,1,0
78.66,gas_transport,Walmart,Credit_Card,6.27,15,0,1,0
313.91,travel,Unknown_Foreign_Store,Credit_Card,3133.83,6,1,1,1
44.96,grocery_pos,Amazon,Credit_Card,0.55,18,0,1,0
433.62,travel,Chevron,Credit_Card,1783.94,7,1,1,1
161.46,travel,Unknown_Foreign_Store,Credit_Card,962.99,12,1,1,1
20.48,shopping_net,Chevron,Debit_Card,6.32,12,0,1,0
91.42,shopping_net,Walmart,Digital_Wallet,4.11,8,0,1,0
61.92,entertainment,Walmart,Digital_Wallet,9.33,16,0,1,0
51.52,gas_transport,Starbucks,Debit_Card,20.79,20,0,1,0
546.98,travel,Steam,Credit_Card,754.47,7,1,0,1
72.81,misc_net,Starbucks,Credit_Card,18.84,8,0,1,0
328.96,travel,Unknown_Foreign_Store,Credit_Card,1566.78,0,1,1,1
-4.21,shopping_net,Starbucks,Credit_Card,12.7,14,0,1,0
-7.05,grocery_pos,Walmart,Debit_Card,9.67,15,0,1,0
4997.34,misc_net,Chevron,Wire_Transfer,380.75,14,1,1,1
505.76,travel,Chevron,Credit_Card,969.09,20,1,1,1
5300.38,misc_net,Unknown_Foreign_Store,Wire_Transfer,162.68,9,1,0,1
1269.51,shopping_net,Unknown_Foreign_Store,Digital_Wallet,39.32,1,0,1,1
44.0,travel,Chevron,Credit_Card,22.64,10,0,1,0
439.75,travel,Amazon,Credit_Card,4567.8,14,1,1,1
40.01,entertainment,Amazon,Credit_Card,12.45,8,0,1,0
4974.28,misc_net,Amazon,Wire_Transfer,283.72,12,1,1,1
7.22,gas_transport,Chevron,Debit_Card,6.45,19,0,1,0
57.52,gas_transport,Starbucks,Debit_Card,7.18,17,0,1,0
5308.56,misc_net,Amazon,Wire_Transfer,101.86,15,1,1,1
1391.87,shopping_net,Steam,Digital_Wallet,10.91,2,0,1,1
54.18,shopping_net,Amazon,Credit_Card,0.9,16,0,1,0
5754.29,misc_net,Steam,Wire_Transfer,385.23,16,1,1,1
819.73,shopping_net,Steam,Digital_Wallet,6.0,1,0,1,1
67.54,misc_net,Starbucks,Digital_Wallet,4.67,14,0,1,0
38.13,entertainment,Chevron,Credit_Card,23.51,20,0,1,0
1381.54,shopping_net,Delta Air,Digital_Wallet,31.33,0,0,1,1
792.46,shopping_net,Amazon,Digital_Wallet,17.41,0,0,1,1
38.99,gas_transport,Amazon,Credit_Card,19.2,16,0,1,0
61.62,grocery_pos,Starbucks,Debit_Card,3.58,20,0,1,0
38.03,grocery_pos,Walmart,Credit_Card,19.85,19,0,1,0
1100.2,shopping_net,Amazon,Digital_Wallet,41.47,0,0,0,1
81.99,entertainment,Amazon,Credit_Card,19.55,9,0,1,0
90.38,misc_net,Amazon,Debit_Card,23.58,20,0,1,0
44.51,gas_transport,Starbucks,Credit_Card,9.91,21,0,1,0
